year,outage_date,outage_time,state(s) affected,state(s) affected_abbr,region,utility_region,listed cause,weather-related?,weather_type,weather_details (where available)
2020,8/10/20,4:00 PM,"Illinois, Missouri ","IL, MO",Ohio Valley,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,8/10/20,10:39 PM,Indiana,IN,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,8/13/20,1:51 PM,Texas,TX,South,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,heat,
2020,8/14/20,5:15 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,Wildfire,
2020,8/14/20,6:36 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,heat,
2020,8/14/20,6:45 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,heat,
2020,8/14/20,8:00 PM,Minnesota,MN,Upper Midwest,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,8/15/20,2:53 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,Wildfire,
2020,8/15/20,3:00 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,heat,
2020,8/15/20,6:25 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,heat,
2020,8/16/20,3:44 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,heat,
2020,8/16/20,8:00 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,8/27/20,1:15 AM,"Louisiana, Texas","LA, TX",South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,8/27/20,3:14 AM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,8/27/20,5:00 AM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,8/27/20,7:40 AM,"Louisiana, Texas","LA, TX",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,8/27/20,12:02 PM,Texas,TX,South,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,tropical cyclones (including hurricanes),
2020,8/27/20,12:06 PM,Texas,TX,South,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,tropical cyclones (including hurricanes),
2020,8/27/20,1:24 PM,Texas,TX,South,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,tropical cyclones (including hurricanes),
2020,8/27/20,5:11 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, MA, NH, ME, VT, RI",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,8/28/20,4:27 PM,"Oregon, Washington","OR, WA",Northwest,WECC,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",not attributed to weather ,,
2020,9/5/20,5:25 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,heat,
2020,9/6/20,5:36 PM,"California, Oregon, Washington","CA, OR, WA","Northwest, West",WECC,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",not attributed to weather ,,
2020,9/6/20,5:00 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,heat,
2020,9/7/20,9:13 AM,Washington,WA,Northwest,WECC,Complete operation/al failure or shut-down of the transmission and/or distribution of electrical system.,yes,severe weather,
2020,9/7/20,6:00 PM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,9/7/20,7:05 PM,Oregon,OR,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2020,9/7/20,10:40 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,heat,
2020,9/9/20,11:22 AM,Idaho,ID,Northwest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2020,9/15/20,10:00 PM,"Alabama, Florida, Georgia, Mississippi","AL, FL, GA, MS",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,9/16/20,3:00 AM,Alabama,AL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,9/27/20,6:27 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2020,9/30/20,5:55 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,10/7/20,1:45 PM,Louisiana,LA,South,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,tropical cyclones (including hurricanes),
2020,10/7/20,6:50 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,10/9/20,10:44 AM,Colorado,CO,SouthWest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2020,10/9/20,5:30 PM,"Arkansas, Louisiana, Mississippi, Texas  ","AR, LA, MS, TX",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,10/9/20,7:50 PM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,10/9/20,8:00 PM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,10/13/20,1:14 PM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,10/23/20,3:42 PM,Ohio,OH,Ohio Valley,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2020,10/23/20,3:46 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,10/25/20,2:32 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2020,10/26/20,11:24 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,10/26/20,1:00 PM,Oklahoma,OK,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2020,10/27/20,5:50 PM,Oklahoma,OK,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2020,10/28/20,11:53 AM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,winter weather,
2020,10/28/20,5:12 PM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,10/28/20,6:00 PM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,10/28/20,9:37 PM,"Alabama, Florida, Georgia, Mississippi","AL, FL, GA, MS",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,10/29/20,2:00 AM,Alabama,AL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,10/29/20,8:15 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,11/1/20,6:00 PM,Ohio,OH,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,11/7/20,5:40 PM,Colorado,CO,SouthWest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,winter weather,
2020,11/15/20,11:30 AM,"Indiana, Ohio, Virginia, West Virginia","IN, OH, VA, WV","Ohio Valley, Southeast",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,11/15/20,12:30 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,11/15/20,2:52 PM,Ohio,OH,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,11/15/20,3:08 PM,Ohio,OH,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,11/15/20,3:37 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,11/15/20,11:05 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,11/30/20,4:24 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,12/1/20,12:32 PM,Ohio,OH,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2020,12/3/20,12:44 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2020,12/3/20,10:57 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2020,12/5/20,4:40 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,12/7/20,6:10 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2020,12/13/20,6:47 AM,California,CA,West,WECC,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with Puerto Ricoevious year's peak demand less than or equal to 3,000 Megawatts.",yes,winter weather,
2020,12/24/20,11:40 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2020,12/25/20,7:55 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,1/10/21,10:44 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,1/11/21,5:00 AM,"Louisiana, Texas","LA, TX",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,1/12/21,8:30 PM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2021,1/12/21,8:46 PM,Oregon,OR,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2021,1/12/21,11:49 PM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2021,1/12/21,11:50 PM,Washington,WA,Northwest,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system.,yes,severe weather,
2021,1/13/21,3:43 AM,"Idaho, Washington","ID, WA",Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2021,1/19/21,2:48 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2021,1/19/21,9:31 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2021,1/26/21,8:49 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,2/10/21,3:00 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,2/12/21,9:00 PM,Oregon,OR,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,2/13/21,8:32 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,2/13/21,9:56 AM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,2/13/21,1:30 PM,"Virginia, West Virginia","VA, WV","Ohio Valley, Southeast",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2021,2/14/21,8:00 PM,"Kansas, Nebraska, North Dakota, Oklahoma, South Dakota, Texas","KS, NE, ND, OK, SD, TX","Northern Rockies and Plains, Ohio Valley, South",MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,winter weather,
2021,2/15/21,12:00 AM,Texas,TX,South,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,winter weather,
